"","text","speaker","season","episode","scene","utterance"
"33079","(He takes her into one of those typical interrogation rooms you see on TV and in the movies. Which is really appropriate here, since this is a TV show. What are the odds of that?)","Scene Directions",5,21,7,10
"33080","Take a seat. You okay? You feeling all right?","Gary",5,21,7,11
"33081","Yeah, I feel great. 'Cause we're moving in together.","Phoebe Buffay",5,21,7,12
"33082","So you uh, you checked the paper for listings in Brooklyn Heights, right? You-you checked the Post?","Gary",5,21,7,13
"33083","Yeah, uh-huh, there was nothing. Can I get some water?","Phoebe Buffay",5,21,7,14
"33084","In a minute. You-you checked today's Post?","Gary",5,21,7,15
"33085","Umm, yeah! Today's.","Phoebe Buffay",5,21,7,16
"33086","'Cause uh, this is today's Post and uh, these are the listings I found. Brooklyn Heights, two bedroom. Brooklyn Heights, one bedroom. Brooklyn Heights, Brooklyn Heights, Brooklyn Heights!","Gary",5,21,7,17
"33087","Are these for rent! I thought people were just bragging!","Phoebe Buffay",5,21,7,18
"33088","Let me tell you what I think might be going on. No-no-no, don't look at the table. Look at me. Okay, I think somebody asked someone to move in with them. And I think someone said, ""Yes"" but now she's having doubts because things are moving to fast for someone. Does that sound at all possible to you?","Gary",5,21,7,19
"33089","Yes. Yes! Fine! I am someone! You want me to say it? I have doubts! I'm sorry!","Phoebe Buffay",5,21,7,20
"33090","Phoebe...","Gary",5,21,7,21
"33091","Yeah?","Phoebe Buffay",5,21,7,22
"33092","Phoebe, it's okay that you feel this way. I mean it is soon. And there's a lot of things we don't know about each other, and I just figure that everything I really like. And the things I don't know, I get to learn about at someplace with both our names on the mailbox.","Gary",5,21,7,23
"33093","That's so sweet.","Phoebe Buffay",5,21,7,24
"33094","Sweethart, but none of that matters if it's too soon for you. It's fine! We don't have to move in together. I just-I want you to be happy","Gary",5,21,7,25
"33095","Living with you would make me happy.","Phoebe Buffay",5,21,7,26
"33096","Phoebe, you don't have to say that.","Gary",5,21,7,27
"33097","No, I really wanna live with you! I wanna move in with you!","Phoebe Buffay",5,21,7,28
"33098","Are you sure?","Gary",5,21,7,29
"33099","Yes. Definitely! Yes! Let's live in an apartment that we both live in!","Phoebe Buffay",5,21,7,30
"33100","Oh that's great!","Gary",5,21,7,31
"33101","Oh wait, one sec. One sec. Hey you! Behind the glass! Who are you looking at! I've always wanted to say that when I was in one of these rooms, which was never!","Phoebe Buffay",5,21,7,32
"33102","[Scene: The street outside Central Perk, Rachel is trying to sell the cat.]","Scene Directions",5,21,8,1
"33103","Show cat! Quality show cat! Show cat!","Rachel Green",5,21,8,2
"33104","Oh my God! What's wrong with your baby?!","Woman No. 1",5,21,8,3
"33105","It's not a baby! It's a cat!","Rachel Green",5,21,8,4
"33106","Eew! It's creepy looking!","Woman No. 1",5,21,8,5
"33107","Oh no! No! It's actually-it's very sweet. It's very sweet. Look! Yeah, do you want it?","Rachel Green",5,21,8,6
"33108","No, I hate cats.","Woman No. 1",5,21,8,7
"33109","Well, so then what are you doing to me? Okay? Just get out of here! All right? Move on!","Rachel Green",5,21,8,8
"33110","(Another woman approaches.)","Scene Directions",5,21,8,9
"33111","Wow! What an unusual cat!","Woman No. 2",5,21,8,10
"33112","Yes! Thank you! Exactly! You want it?","Rachel Green",5,21,8,11
"33113","Maybe. I was thinking about getting a cat, I was just going to go to the shelter but... Okay, why not?","Woman No. 2",5,21,8,12
"33114","Oh, terrific! That'll be $2,000.","Rachel Green",5,21,8,13
"33115","What?!","Woman No. 2",5,21,8,14
"33116","Okay, a thousand.","Rachel Green",5,21,8,15
"33117","I thought you wanted to adopt your cat.","Woman No. 2",5,21,8,16
"33118","Well, I do, but you're just gonna have to actually look at this as more of an investment than a cat.","Rachel Green",5,21,8,17
"33119","Okay, yeah, I just wanted a cat.","Woman No. 2",5,21,8,18
"33120","Obviously you know how to haggle, so I'm not gonna try and take you on. Okay? So $800 and I don't call the cops because you're robbing me blind! Blind! Just take cat, leave the money, and run away! Run away! Damnit! Cat, can't you at least smile or something?! Okay, did anybody just hear that? Anybody?","Rachel Green",5,21,8,19
"33121","[Scene: Chandler and Joey's, Joey, Ross, Monica, and now Chandler are still playing catch. The guys are exhausted and sitting around the room. Monica is still standing all pumped up and being hyper-competitive yet again. {Okay! We get it! She's competitive!! Must we see all the time?!}]","Scene Directions",5,21,9,1
"33122","I'm starving!","Ross Geller",5,21,9,2
"33123","Come on guys! Suck it up! We're closing in on ten hours! It's gut-check time!","Monica Geller",5,21,9,3
"33124","I don't know who made you the boss? All right? We invented this game!","Joey Tribbiani",5,21,9,4
"33125","Please! I made this game what it is.","Monica Geller",5,21,9,5
"33126","Not fun anymore?","Chandler Bing",5,21,9,6
"33127","I'm still hungry!","Ross Geller",5,21,9,7
"33128","All right, there's some pizza at my place, we can all eat with one hand right? Are you with me?","Monica Geller",5,21,9,8
"33129","I am!","Ross Geller",5,21,9,9
"33130","All right! Let's go! Let's go Team Monica! All right, we can work out the name later.","Monica Geller",5,21,9,10
"33131","[Cut to her apartment where Rachel is sitting at the table.]","Scene Directions",5,21,9,11
"33132","Rachel! What is your cat doing in one of my bowls!","Monica Geller",5,21,9,12
"33133","It's not! I'm defrosting a chicken. Oh, I uh sold Mrs. Whiskerson.","Rachel Green",5,21,9,13
"33134","Oh, thank God!","Ross Geller",5,21,9,14
"33135","Did you get your money back?","Joey Tribbiani",5,21,9,15
"33136","Yeah, 15 hundred dollars.","Rachel Green",5,21,9,16
"33137","Wow! You made a profit!","Monica Geller",5,21,9,17
"33138","I just came for the red-velvet pillow.","Gunther",5,21,9,18
"33139","Oh yeah, there you go.","Rachel Green",5,21,9,19
"33140","Thanks Rachel. And-and don't forget you-you can come visit her anytime you want.","Gunther",5,21,9,20
"33141","Oh good, great! I'll-I'll keep that in mind.","Rachel Green",5,21,9,21
"33142","Hey! So what is this? Some kind of snake or something?","Gunther",5,21,9,22
"33143","[Scene: Gary and Phoebe's apartment, it's morning and they're both waking up in bed.]","Scene Directions",5,21,10,1
"33144","I really like waking up with you.","Gary",5,21,10,2
"33145","I like waking up with you too. Oh! It's such a beautiful morning. Oh, I can stay here all day.","Phoebe Buffay",5,21,10,3
"33146","That would be great!","Gary",5,21,10,4
"33147","We could have breakfast in bed...","Phoebe Buffay",5,21,10,5
"33148","Wait, just a second.","Gary",5,21,10,6
"33149","Okay. Oh! Oh no.","Phoebe Buffay",5,21,10,7
"33150","[Scene: Monica and Rachel's, Hyper-competitive Monica, Rachel, Chandler, Joey, and Ross are still playing catch. Monica is finally tiring while the rest of them are totally exhausted and virtually asleep.]","Scene Directions",5,21,11,1
"33151","All right! Come on Monica! Look alive! Come on, look alive!","Monica Geller",5,21,11,2
"33152","Oh good, you're all up.","Phoebe Buffay",5,21,11,3
"33153","Phoebe! It's 6 o'clock in the morning! Why aren't you at Gary's?","Rachel Green",5,21,11,4
"33154","Oh yeah, that's over.","Phoebe Buffay",5,21,11,5
"33155","What?!","#ALL#",5,21,11,6
"33156","Come on! Gary's such a great guy! Whatever the problem is, you can work it out!","Chandler Bing",5,21,11,7
"33157","He shot a bird!","Phoebe Buffay",5,21,11,8
"33158","Oh that is over!","Chandler Bing",5,21,11,9
"33159","That's terrible! I'm sorry!","#ALL#",5,21,11,10
"33160","Phoebe, are you okay?","Rachel Green",5,21,11,11
"33161","Yeah. Yeah, I'll be alright.","Phoebe Buffay",5,21,11,12
"33162","Oh hey, here Pheebs.","Joey Tribbiani",5,21,11,13
"33163","Nah, I don't feel like playing.","Phoebe Buffay",5,21,11,14
"33164","It's okay. It's okay. Just pretend that it didn't happen! Okay? No one needs to know! I mean, Phoebe's not an official ballplayer! I mean, only official ballplayers can drop the ball!","Monica Geller",5,21,11,15
"33165","All right. Okay. I'm starving!","#ALL#",5,21,11,16
"33166","Phoebe, honey, wanna get some breakfast?","Rachel Green",5,21,11,17
"33167","Yeah!","Phoebe Buffay",5,21,11,18
"33168","Okay! Okay, let's race! First one there wins! Ha-ha!","Monica Geller",5,21,11,19
"33169","(Pause)","Scene Directions",5,21,11,20
"33170","You guys wanna eat here?","Chandler Bing",5,21,11,21
"33171","Yeah! As long as we're here!","#ALL#",5,21,11,22
"33172","[Scene: Central Perk, everyone is there.]","Scene Directions",5,21,12,1
"33173","Man that was great! Huh? Can you believe how long we threw that ball around?","Joey Tribbiani",5,21,12,2
"33174","Yeah, it is amazing it lasted that long.","Rachel Green",5,21,12,3
"33175","I know. My arm is killing me.","Ross Geller",5,21,12,4
"33176","No, I meant with the dropper over here.","Rachel Green",5,21,12,5
"33177","Y'know, how did I get this reputation as a dropper? Okay? I'm anything but a dropper.","Chandler Bing",5,21,12,6
"33178","End","Scene Directions",5,21,12,7
"33179","[Scene: Central Perk, everyone but Phoebe are there reading. Rachel is sitting on the couch flanked by Ross and Monica. She suddenly stops reading and starts blinking her left eye as if it's bothering her. The problem is that Joey is on her left and thinks she's winking at him and winks back. Ross is watching this and isn't quite sure of what to make of it.]","Scene Directions",5,22,1,1
"33180","What's going on?","Ross Geller",5,22,1,2
"33181","Well, my eye is a little itchy.","Rachel Green",5,22,1,3
"33182","(Ross turns to look at Joey.)","Scene Directions",5,22,1,4
"33183","Uhhh, mine too! Yeah.","Joey Tribbiani",5,22,1,5
"33184","Wow! It's really red! You should go see my eye doctor.","Monica Geller",5,22,1,6
"33185","Richard? I'm not gonna go see your ex-boyfriend!","Rachel Green",5,22,1,7
"33186","Oh, Richard. That's all I ever hear, Richard, Richard, Richard!","Chandler Bing",5,22,1,8
"33187","Since we've been going out, I think I've mentioned his name twice!","Monica Geller",5,22,1,9
"33188","Okay, so Richard, Richard!","Chandler Bing",5,22,1,10
"33189","It's not Richard! Okay? It's this new guy and he's really good.","Monica Geller",5,22,1,11
"33190","Well, I'm sorry I'm not going to an eye doctor!","Rachel Green",5,22,1,12
"33191","Oh God, here we go!","Ross Geller",5,22,1,13
"33192","What?","Chandler Bing",5,22,1,14
"33193","Anytime anything comes close to touching her eye or anyone else's she like freaks out. Watch! Watch!","Ross Geller",5,22,1,15
"33194","Ross! Come on! That's all right! Fine--Okay, I have a weird thing about my eye. Can we not talk about it please?","Rachel Green",5,22,1,16
"33195","All right, fine.","#ALL#",5,22,1,17
"33196","Hey Rach, remember that great song, Me, Myself, and I?","Monica Geller",5,22,1,18
"33197","Monica! Come on!","Rachel Green",5,22,1,19
"33198","Hey, does anybody want to get some lunch? All those in favor say I?","Ross Geller",5,22,1,20
"33199","Ross! Stop it! Come on!","Rachel Green",5,22,1,21
"33200","How much did I love The King and I?","Chandler Bing",5,22,1,22
"33201","Chandler!","Rachel Green",5,22,1,23
"33202","Me too! Me too! Me too!","Joey Tribbiani",5,22,1,24
"33203","Just stop it! Come on!","Rachel Green",5,22,1,25
"33204","(Joey howls in pain and holds his eye.)","Scene Directions",5,22,1,26
"33205","You okay there man?","Chandler Bing",5,22,1,27
"33206","Yeah, I got too excited!","Joey Tribbiani",5,22,1,28
"33207","[Scene: Monica and Rachel's, Ross, Chandler, Monica, and Phoebe are eating breakfast.]","Scene Directions",5,22,2,1
"33208","All right, I gotta go. I'm taking Ben to the park.","Ross Geller",5,22,2,2
"33209","Ohh, give him a kiss for me!","Phoebe Buffay",5,22,2,3
"33210","All right, bye!","Ross Geller",5,22,2,4
"33211","Bye!","Monica Geller",5,22,2,5
"33212","Bye!","Phoebe Buffay",5,22,2,6
"33213","Later!","Ross Geller",5,22,2,7
"33214","I am so sorry you got caught in the middle of that. I didn't mean to be so out there. I am furious with him!","Phoebe Buffay",5,22,2,8
"33215","Wow umm, calm down.","Chandler Bing",5,22,2,9
"33216","I'm trying, but man that guy can push my buttons!","Phoebe Buffay",5,22,2,10
"33217","Why are so mad at him?","Monica Geller",5,22,2,11
"33218","Look, I don't wanna talk about it. Okay?","Phoebe Buffay",5,22,2,12
"33219","Well, it just seems that...","Monica Geller",5,22,2,13
"33220","You wanna be on my list too? Keep talking! Has anyone seem my list by the way?","Phoebe Buffay",5,22,2,14
"33221","Uh, no Pheebs. What's it look like?","Chandler Bing",5,22,2,15
"33222","Uh, it's a piece of paper and it says, ""Ross"" on it.","Phoebe Buffay",5,22,2,16
"33223","Hey. I just got off the phone with Estelle and guess what. I GOT THE LEAD IN A MOVIE!!!!!!","Joey Tribbiani",5,22,2,17
"33224","You got the lead in a movie? That's amazing! What's the movie about?!","Chandler Bing",5,22,2,18
"33225","It's called Shutter Speed, it's really cool! Yeah, umm, I meet this girl in the subway and we fall in love in like a day, right? And then, she disappears... But I find out where she lives and when I get there this like old lady answers the door and I say, ""Where's Betsy?"" Right? And she says, ""Betsy's been dead for 10 years.""","Joey Tribbiani",5,22,2,19
"33226","Ohh-oh, chilling!","Phoebe Buffay",5,22,2,20
"33227","And the best part is, we're filming in the desert outside Vegas! And you know what that means buddy!","Joey Tribbiani",5,22,2,21
"33228","Yeah, I know that means buddy!","Chandler Bing",5,22,2,22
"33229","Road trip! Yeah, we can rent a car! I just have to be there by Tuesday!","Joey Tribbiani",5,22,2,23
"33230","Oh wait, my grandmother's dead.","Phoebe Buffay",5,22,2,24
"33231","Well, uh, we can talk about that too Pheebs.","Chandler Bing",5,22,2,25
"33232","No! No, her cab! She probably won't be using it; you can drive it to Las Vegas.","Phoebe Buffay",5,22,2,26
"33233","All right! Thanks Pheebs!","Joey Tribbiani",5,22,2,27
"33234","Whoa-whoa-whoa, what are we going to do about my job?","Chandler Bing",5,22,2,28
